customer_id,feedback_month,satisfaction_score,nps_score,feedback_category
CUST_04590,2024-04-01,7,32,Product
CUST_04590,2025-01-01,8,34,Product
CUST_04590,2025-01-01,8,41,Features
CUST_04593,2025-06-01,6,29,Features
CUST_04593,2025-11-01,4,27,Support
CUST_04595,2024-05-01,10,34,Product
CUST_04597,2025-10-01,8,25,Product
CUST_04603,2025-03-01,5,-18,Support
CUST_04606,2024-09-01,6,20,Features
CUST_04609,2025-04-01,10,70,Features
CUST_04610,2025-08-01,6,30,Features
CUST_04611,2025-12-01,9,35,Integration
CUST_04611,2024-09-01,8,16,Integration
CUST_04612,2025-05-01,8,23,Product
CUST_04615,2025-06-01,9,48,Integration
CUST_04617,2025-12-01,7,28,Support
CUST_04621,2025-06-01,5,16,Support
CUST_04625,2025-09-01,8,10,Product
CUST_04625,2025-11-01,7,28,Product
CUST_04625,2024-12-01,7,21,Features
CUST_04628,2025-01-01,8,36,Integration
CUST_04628,2025-09-01,7,11,Product
CUST_04630,2025-08-01,6,16,Product
CUST_04631,2025-06-01,8,31,Integration
CUST_04633,2025-12-01,5,2,Support
CUST_04646,2025-03-01,10,36,Integration
CUST_04652,2025-11-01,9,58,Integration
CUST_04654,2025-02-01,7,23,Product
CUST_04667,2025-08-01,8,25,Features
CUST_04674,2025-07-01,8,33,Product
CUST_04682,2025-09-01,9,36,Features
CUST_04682,2025-03-01,7,22,Product
CUST_04683,2025-04-01,8,52,Features
CUST_04689,2025-01-01,10,50,Product
CUST_04692,2024-12-01,6,13,Features
CUST_04694,2025-04-01,7,19,Features
CUST_04699,2025-03-01,7,12,Features
CUST_04701,2025-08-01,6,4,Support
CUST_04703,2025-12-01,8,10,Product
CUST_04705,2025-05-01,8,31,Integration
CUST_04708,2024-11-01,7,41,Product
CUST_04712,2025-12-01,6,5,Support
CUST_04712,2025-07-01,8,39,Features
CUST_04714,2025-08-01,7,40,Product
CUST_04724,2025-02-01,8,41,Product
CUST_04728,2025-07-01,7,35,Features
CUST_04730,2025-11-01,6,28,Features
CUST_04737,2024-09-01,8,27,Features
CUST_04737,2025-12-01,6,18,Product
CUST_04738,2025-04-01,7,19,Features
CUST_04738,2025-05-01,8,37,Product
CUST_04738,2025-01-01,10,47,Product
CUST_04740,2025-07-01,9,38,Integration
CUST_04744,2025-09-01,7,23,Features
CUST_04744,2025-06-01,7,19,Features
CUST_04747,2025-06-01,6,7,Support
CUST_04748,2025-05-01,7,30,Features
CUST_04748,2025-07-01,6,6,Support
CUST_04751,2025-09-01,8,31,Features
CUST_04753,2025-08-01,7,35,Features
CUST_04765,2025-02-01,8,44,Product
CUST_04770,2025-06-01,7,20,Product
CUST_04773,2025-10-01,8,14,Integration
CUST_04774,2025-05-01,5,4,Support
CUST_04776,2025-11-01,7,15,Features
CUST_04786,2025-09-01,8,35,Product
CUST_04795,2025-05-01,8,25,Integration
CUST_04798,2025-10-01,6,3,Support
CUST_04799,2025-07-01,7,32,Support
CUST_04803,2024-12-01,7,26,Product
CUST_04811,2025-11-01,8,37,Features
CUST_04820,2025-04-01,9,52,Integration
CUST_04821,2025-04-01,6,20,Support
CUST_04823,2024-09-01,9,34,Features
CUST_04839,2025-04-01,7,37,Product
CUST_04840,2025-10-01,9,45,Product
CUST_04844,2024-09-01,9,32,Product
CUST_04849,2025-12-01,9,47,Integration
CUST_04849,2025-05-01,9,46,Product
CUST_04851,2025-02-01,6,9,Features
CUST_04856,2025-04-01,7,23,Features
CUST_04856,2025-10-01,7,21,Features
CUST_04858,2025-07-01,7,20,Product
CUST_04859,2025-09-01,7,14,Support
CUST_04864,2024-09-01,6,12,Features
CUST_04865,2025-07-01,8,17,Product
CUST_04865,2025-07-01,6,16,Features
CUST_04865,2025-01-01,7,24,Features
CUST_04867,2025-04-01,7,31,Features
CUST_04867,2025-08-01,6,16,Support
CUST_04870,2025-03-01,8,31,Features
CUST_04873,2024-06-01,6,-13,Product
CUST_04876,2025-07-01,8,30,Product
CUST_04878,2024-07-01,7,43,Support
CUST_04885,2024-12-01,9,68,Features
CUST_04886,2025-07-01,8,37,Product
CUST_04894,2025-09-01,9,29,Integration
CUST_04896,2025-08-01,8,21,Product
CUST_04896,2025-04-01,6,15,Product
CUST_04900,2024-10-01,8,49,Product
CUST_04900,2024-11-01,8,54,Product
CUST_04902,2025-08-01,7,46,Product
CUST_04906,2025-02-01,6,43,Product
CUST_04906,2025-06-01,7,27,Product
CUST_04908,2024-06-01,7,33,Product
CUST_04910,2025-10-01,9,35,Features
CUST_04911,2025-04-01,6,15,Support
CUST_04920,2025-06-01,7,29,Support
CUST_04921,2025-01-01,7,22,Product
CUST_04921,2024-11-01,8,27,Product
CUST_04921,2024-12-01,7,28,Product
CUST_04922,2025-01-01,7,30,Features
CUST_04926,2025-11-01,5,0,Product
CUST_04930,2025-11-01,6,5,Features
CUST_04936,2025-05-01,7,8,Product
CUST_04938,2024-07-01,7,29,Product
CUST_04951,2025-12-01,8,41,Features
CUST_04953,2025-12-01,8,23,Product
CUST_04960,2025-12-01,5,19,Support
CUST_04962,2025-09-01,8,33,Product
CUST_04966,2025-12-01,7,27,Product
CUST_04969,2024-11-01,7,2,Product
CUST_04972,2025-01-01,6,20,Support
CUST_04974,2025-02-01,7,27,Features
CUST_04984,2025-03-01,8,37,Product
CUST_04986,2025-02-01,8,10,Product
CUST_04988,2025-07-01,7,10,Features
CUST_04991,2024-09-01,6,-6,Features
CUST_04991,2025-07-01,7,11,Features
CUST_04991,2025-09-01,6,19,Support
CUST_04997,2025-08-01,6,3,Support
CUST_04998,2025-03-01,5,-4,Features
